epoch,train_loss,val_loss,val_pos_rmse,val_quat_angle_deg,epoch_time,current_lr,model_type,sequence_length,batch_size,learning_rate,lr_scheduler,optimizer,timestamp,tcn_layers,tcn_kernel_size,dropout_rate
89,0.012331143629214749,0.015436669131882366,0.0218856417978523,0.4596377622213474,2025-01-29 06:21:38,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
90,0.012358226990341436,0.015436821906864382,0.02188634728531312,0.459345307937245,2025-01-29 06:21:51,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
91,0.012358594992944812,0.015437298409532533,0.02188733313174734,0.4591291803376393,2025-01-29 06:22:05,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
92,0.012348031897165972,0.015436609846155734,0.021886373780661314,0.4587191296428185,2025-01-29 06:22:19,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
93,0.012333730053406482,0.01543705935787712,0.021886436219833653,0.4585369642624482,2025-01-29 06:22:32,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
94,0.012340951249395247,0.015436845075349415,0.02188686954774109,0.45823522441072484,2025-01-29 06:22:46,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
95,0.012344613622536133,0.015435583498214684,0.021885229627615518,0.4580002133964464,2025-01-29 06:23:00,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
96,0.01233884501874322,0.015434850704563546,0.02188429842720608,0.4577656510559283,2025-01-29 06:23:14,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
97,0.012343937720572462,0.015435762555451593,0.0218863395012434,0.4576604738850208,2025-01-29 06:23:27,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
98,0.012337794722975005,0.015435992122726259,0.021885686894547587,0.45742469964223503,2025-01-29 06:23:41,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
99,0.012325086456825729,0.015436592606488162,0.021886805871083603,0.4573697858077466,2025-01-29 06:23:54,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
100,0.012325968634672236,0.015436324844787998,0.021886034172654393,0.4572269990536986,2025-01-29 06:24:08,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
